,Height,Overall,Acceleration,Ball control,Block,Boxout,Contact dunk,Contested shot 3pt,Contested shot mid,Defensive consistency,Defensive rebound,Draw foul,Driving dunk,Driving layup,Free throw,Hands,Help defense IQ,Hustle,Lateral quickness,Low post defense IQ,Off dribble shot 3pt,Off dribble shot mid,Offensive consistency,Offensive rebound,On-ball defense IQ,Open shot 3pt,Open shot mid,Pass perception,Passing IQ,Passing accuracy,Passing vision,Pick & roll defense IQ,Post control,Post fadeaway,Post hook,Reaction time,Shot IQ,Shot close,Shot contest,Speed,Speed with ball,Stamina,Standing dunk,Standing layup,Steal,Strength,Vertical,kmeans_label,PLAYER_ID,Name
122,69,92,97,91,26,26,25,94,89,54,39,97,25,95,96,95,62,97,58,25,95,90,98,28,63,95,92,74,92,95,88,64,25,34,25,54,97,90,54,94,97,97,25,95,57,45,81,2,20193,Isaiah Thomas
123,81,91,77,94,32,84,25,71,74,90,67,81,50,94,90,98,88,95,90,80,69,75,95,46,90,76,75,98,92,94,96,90,85,60,96,95,95,88,98,76,85,97,25,95,63,86,65,2,20032,Magic Johnson
124,75,91,94,90,35,82,50,80,82,90,84,80,40,92,80,94,93,97,88,50,85,86,95,70,92,88,86,97,94,92,92,94,55,51,60,76,88,88,76,93,93,93,25,94,97,50,75,2,20169,Fat Lever
125,79,91,80,76,44,80,60,78,87,90,80,95,90,95,90,85,84,95,89,68,70,88,98,65,89,83,89,90,70,72,70,86,70,70,41,82,97,92,81,84,83,98,32,95,85,63,76,1,20191,Jimmy Butler
126,79,91,88,77,33,80,30,70,82,90,84,90,75,90,90,90,82,98,80,65,68,84,95,74,84,82,85,92,78,73,68,85,74,85,84,84,92,88,76,89,85,98,40,92,94,72,70,1,20183,Rick Barry
127,78,91,94,85,51,68,70,84,86,80,64,80,95,89,85,95,80,90,80,62,80,85,95,46,80,83,88,81,82,78,65,81,60,85,57,73,95,85,78,90,92,95,35,90,80,70,95,1,20137,Kobe Bryant
128,83,91,58,50,75,90,55,85,90,80,92,75,70,84,86,92,84,90,45,82,30,54,98,92,80,88,93,78,88,82,86,78,93,94,94,64,97,97,64,60,60,95,85,96,79,84,48,0,20356,Nikola Jokic
129,82,91,74,72,60,80,55,68,78,80,82,93,90,85,86,98,79,97,58,82,48,66,95,81,77,77,84,75,64,52,45,81,84,89,90,79,98,90,78,77,51,97,95,97,60,78,85,1,20245,Tom Chambers
130,79,91,85,79,41,69,49,92,84,85,66,70,69,90,88,92,82,84,83,61,88,87,98,46,78,98,97,81,74,64,61,85,80,59,66,82,90,92,82,86,84,97,54,92,66,78,70,1,8598,Glen Rice
131,79,91,73,82,50,65,45,86,86,85,61,77,70,89,84,94,89,76,91,69,85,83,95,36,88,88,81,85,80,70,70,88,79,90,52,84,95,92,84,75,76,94,45,92,64,80,70,1,20024,Paul Pierce
132,83,91,74,50,70,94,50,37,88,90,97,88,55,83,82,95,92,70,70,90,26,60,98,95,84,69,94,55,72,64,66,89,95,86,88,78,96,97,74,81,47,90,85,94,50,90,65,0,20004,Bob Lanier
133,74,91,90,89,50,35,35,84,88,85,39,98,88,96,81,95,80,90,74,35,85,89,98,48,74,86,90,74,92,86,80,79,30,70,45,88,98,92,80,88,92,98,25,95,84,68,95,1,8524,World B. Free
134,75,91,95,98,32,64,30,97,84,80,78,92,36,96,94,94,78,98,78,30,97,88,98,35,77,97,89,95,96,93,73,84,35,52,35,97,95,92,82,85,94,98,26,97,77,48,73,2,20312,Stephen Curry
135,80,91,86,80,52,60,50,82,88,75,65,95,95,92,84,89,88,85,87,62,80,84,98,47,86,85,89,75,69,54,42,88,65,77,45,75,94,90,75,84,81,95,40,92,61,48,98,1,20359,Andrew Wiggins
136,82,91,74,54,70,88,70,37,89,80,77,93,95,82,73,98,75,85,60,77,29,68,97,72,74,50,94,74,60,52,34,80,96,90,88,73,98,90,73,82,52,90,95,97,60,82,95,1,8562,Amar'e Stoudemire
137,73,91,95,89,30,62,30,75,80,90,65,80,25,90,80,97,85,90,85,30,80,82,90,48,92,83,84,84,90,88,89,94,55,48,30,97,98,88,96,94,96,98,25,90,94,45,75,2,20043,Bob Cousy
138,85,91,50,78,90,98,85,25,25,97,86,97,75,58,53,98,96,85,52,95,25,25,98,86,92,26,37,92,85,80,80,90,94,50,90,98,99,90,98,50,52,85,95,98,60,85,85,4,20253,Shaquille O'Neal
139,79,91,83,78,37,46,45,88,90,70,48,70,65,90,84,88,78,65,78,54,84,92,98,46,78,91,95,71,84,80,74,79,73,84,63,70,95,92,70,84,82,96,25,94,59,71,82,1,20167,Joe Johnson
140,75,91,95,98,40,44,26,93,94,55,43,86,30,95,96,96,74,87,78,32,90,97,98,40,72,94,96,90,90,93,85,71,40,78,35,82,94,92,74,87,94,97,26,95,89,37,81,2,20338,Kyrie Irving
141,76,91,84,72,43,47,35,88,92,85,47,82,66,89,82,82,78,92,75,50,89,94,98,48,75,90,95,75,75,72,70,80,51,65,36,78,98,95,78,83,83,95,35,92,65,75,82,1,20154,Sam Jones
142,86,91,55,58,88,85,50,25,80,85,88,74,65,84,69,98,85,90,42,88,25,62,90,84,90,31,82,85,79,62,46,89,95,94,99,88,90,94,89,65,42,95,95,98,56,74,60,0,20005,Kareem Abdul-Jabbar
143,76,91,84,85,48,65,50,92,87,80,62,80,70,91,90,88,78,80,80,35,92,88,95,38,78,94,89,80,87,84,80,80,34,46,38,54,92,87,67,88,80,95,30,95,80,54,80,2,20360,Jamal Murray
144,73,91,88,92,55,38,25,92,90,90,53,68,30,94,83,84,80,85,90,31,90,90,95,33,90,92,90,80,95,94,92,89,29,34,25,76,93,89,76,88,90,94,25,94,67,40,95,2,20320,Mike Conley
145,83,91,62,50,93,92,60,25,25,90,92,89,90,80,55,90,92,95,64,92,25,25,90,93,88,25,28,82,68,33,33,90,89,53,80,82,95,90,94,80,31,95,90,94,68,95,90,4,20232,Dwight Howard
146,90,91,27,51,88,90,35,32,82,90,90,88,40,48,86,98,90,80,27,88,26,51,98,88,84,45,88,72,70,55,43,82,90,80,97,92,98,96,92,37,25,96,90,98,55,90,28,0,20288,Ming Yao
147,79,91,84,85,30,33,40,93,95,50,50,74,62,93,88,84,60,58,84,32,90,94,98,32,82,93,95,59,85,84,70,71,44,63,30,71,98,92,71,85,84,93,40,95,59,31,69,2,20324,Kevin Martin
148,85,91,32,35,95,96,70,25,25,95,96,95,80,84,83,81,96,85,54,94,25,25,85,95,80,25,60,60,58,25,34,88,51,58,90,94,98,95,95,65,31,90,98,98,59,78,57,4,20291,Rudy Gobert
149,80,90,81,79,55,74,50,54,76,90,72,85,80,95,73,98,88,95,94,75,69,70,95,48,90,73,80,92,92,87,81,89,83,80,70,96,95,75,95,85,83,98,70,97,65,85,84,1,8009,LeBron James
150,80,90,81,79,55,74,50,54,76,90,72,85,80,95,73,98,88,95,94,75,69,70,95,48,90,73,80,92,92,87,81,89,83,80,70,96,95,75,95,85,83,98,70,97,65,85,84,1,8004,LeBron James
151,75,90,96,88,40,70,35,53,80,80,70,87,90,96,81,93,82,98,89,42,71,80,98,55,85,73,84,92,92,92,93,84,69,76,45,94,90,81,82,97,96,98,30,97,83,72,82,1,8005,Russell Westbrook
152,77,90,90,90,68,48,35,65,78,90,59,60,78,86,77,98,84,90,98,70,62,60,85,66,97,72,80,98,92,95,94,95,52,63,42,93,95,89,93,90,93,97,35,92,98,68,78,2,8505,Micheal Ray Richardson
153,79,90,80,70,62,70,45,71,82,95,71,70,80,85,87,98,95,95,95,62,80,81,80,48,95,87,84,95,78,52,50,95,75,86,40,85,93,90,95,83,78,92,55,88,80,72,76,3,8006,Kawhi Leonard
154,79,90,85,80,40,55,65,60,82,85,58,84,90,97,85,95,82,95,80,50,61,88,95,52,84,65,90,85,78,70,54,82,84,78,70,70,95,92,74,88,82,95,60,96,58,65,95,1,20030,George Gervin
155,83,90,57,60,71,92,55,54,88,96,86,74,50,72,80,95,96,65,57,95,37,76,85,70,92,69,91,80,75,63,69,94,95,87,82,80,97,92,80,69,42,90,80,97,71,74,85,0,8584,Kevin Garnett
156,78,90,85,79,77,50,97,81,82,80,57,88,97,85,84,68,80,59,63,52,78,84,95,37,80,85,87,81,84,82,70,79,52,55,44,64,97,90,64,84,80,98,90,95,74,70,98,1,20363,Glenn Robinson III
157,87,90,69,65,88,90,35,75,85,80,88,84,70,70,84,94,84,85,69,82,48,83,95,89,66,85,88,75,65,35,34,78,89,84,82,75,98,90,84,72,54,85,80,92,60,35,78,0,8007,Kristaps Porzingis
158,75,90,91,98,35,64,25,96,78,80,60,80,36,91,91,94,78,98,78,30,98,85,98,39,77,97,90,95,92,90,78,79,35,52,35,97,95,91,82,83,92,98,25,92,85,48,73,2,8003,Stephen Curry
159,82,90,48,40,94,90,60,54,50,80,87,89,65,76,80,98,85,90,40,84,52,44,95,88,87,75,75,90,60,57,58,89,94,85,90,61,95,89,61,70,50,98,85,95,65,90,70,0,20249,George Mikan
160,69,90,97,88,31,30,90,88,89,80,30,75,98,86,84,95,78,95,78,38,88,88,95,30,78,89,86,82,92,85,74,79,25,30,25,71,95,90,71,97,97,97,25,88,80,60,98,1,20247,Nate Robinson
161,80,90,85,84,45,64,35,79,88,80,65,80,70,88,85,95,82,79,81,60,78,85,95,39,84,84,90,65,85,84,84,82,60,56,51,63,95,90,63,86,88,95,50,90,60,51,63,2,20162,Jalen Rose
162,81,90,68,36,69,90,65,26,85,90,90,80,80,78,82,85,88,95,62,85,26,49,98,88,75,28,89,63,55,34,36,84,91,90,95,59,96,96,87,70,39,95,95,97,60,90,58,0,20163,Antonio McDyess
163,79,89,76,69,92,90,47,60,68,98,94,75,66,79,69,87,98,96,89,98,51,67,90,61,95,77,74,98,85,80,91,98,70,68,70,88,92,74,88,78,78,96,47,87,95,90,66,4,20355,Draymond Green
164,78,89,92,83,49,66,97,86,74,85,71,75,98,90,85,93,75,85,73,67,82,80,95,50,78,88,86,69,58,66,73,77,77,78,65,74,95,88,74,94,84,97,90,95,71,64,98,1,8585,Jason Richardson
165,80,89,84,79,65,84,45,75,78,75,86,84,65,93,74,97,78,85,80,74,74,82,95,80,80,82,84,76,74,69,72,72,82,88,82,85,96,96,74,83,80,95,50,94,58,85,74,1,8504,Antoine Walker
166,83,89,90,79,83,80,55,57,85,75,80,92,85,95,90,90,80,95,84,64,56,86,98,60,78,70,90,82,88,81,79,84,52,53,42,77,97,95,84,90,89,95,50,97,82,70,75,1,20187,Giannis Antetokounmpo
167,77,89,86,81,42,64,45,76,90,85,62,75,75,90,84,96,84,97,75,62,77,88,90,52,79,81,93,85,86,69,67,84,48,79,69,92,94,90,79,87,80,98,55,91,78,79,84,1,8469,Mitch Richmond
168,81,89,65,70,77,90,70,70,85,80,88,90,73,79,84,95,77,89,62,80,60,72,95,84,66,84,87,81,74,68,60,75,90,88,85,68,95,88,68,72,63,95,70,92,67,79,66,1,8162,Shareef Abdur-Rahim
169,78,89,94,88,67,42,35,51,76,85,51,93,98,95,84,98,84,86,88,61,50,77,95,52,88,60,75,80,74,78,70,85,68,90,40,95,80,91,95,94,90,99,75,95,92,54,98,1,8624,Michael Jordan
170,80,89,85,68,44,63,50,74,79,84,61,77,85,95,61,87,82,93,86,69,75,78,95,37,84,79,79,86,88,76,92,82,78,73,63,85,87,84,84,86,87,98,59,97,54,87,86,1,20076,LeBron James
171,81,89,70,70,80,88,45,74,68,90,88,70,84,82,53,88,85,80,80,88,59,57,95,85,82,81,78,80,63,59,60,84,88,88,85,83,85,91,83,78,52,95,85,95,70,74,85,1,20173,Chris Webber
172,81,89,80,78,69,74,70,58,80,80,82,84,90,94,73,95,86,82,75,78,62,68,94,59,86,75,87,68,78,74,49,84,66,74,58,80,97,95,80,84,68,95,65,96,73,75,88,1,8429,Xavier McDaniel
173,76,89,93,75,46,80,35,75,88,85,80,92,85,95,90,80,86,95,86,82,82,89,95,54,84,84,90,88,90,92,94,75,32,47,25,66,93,86,66,97,97,95,25,94,65,60,88,2,20190,John Wall
174,84,89,78,60,80,95,55,60,80,70,95,95,65,84,82,85,80,80,65,80,59,67,95,85,64,75,92,53,78,52,54,71,92,89,88,81,96,96,81,80,69,95,90,95,59,84,70,1,20175,Karl-Anthony Towns
175,78,89,86,79,53,48,59,77,74,90,48,84,75,81,76,85,90,84,87,86,74,75,95,58,94,84,78,92,68,69,66,92,69,77,66,80,96,80,87,84,75,93,60,88,80,86,68,1,8551,Ron Artest
176,79,89,88,77,33,78,30,68,75,90,77,90,75,87,88,90,82,98,68,65,64,80,90,74,84,75,82,92,78,73,68,85,74,75,74,84,92,84,76,89,85,98,40,90,94,72,65,1,20027,Rick Barry
177,81,89,77,69,94,87,45,27,70,90,88,95,83,85,81,90,86,98,77,85,25,42,85,90,80,30,74,85,75,58,57,84,90,84,85,90,88,95,96,78,45,98,90,97,65,82,79,1,8550,Bob McAdoo
178,80,89,78,78,45,81,50,84,83,75,82,62,75,84,79,84,84,85,82,78,62,80,95,62,80,89,85,78,82,74,70,78,79,72,71,85,96,92,81,79,75,90,65,89,58,80,72,1,8533,Chuck Person
179,78,89,85,79,55,54,50,80,88,75,56,91,85,94,86,89,75,90,80,68,82,89,95,48,81,86,91,78,77,78,58,78,70,80,40,74,98,80,72,86,82,95,65,90,70,80,85,1,20157,Corey Maggette
180,75,89,94,88,35,82,50,64,75,90,84,70,40,89,80,94,93,97,88,50,70,80,80,70,92,82,82,97,90,89,92,94,55,51,60,76,88,83,76,93,93,93,25,88,97,50,75,2,20041,Fat Lever
181,79,89,80,65,60,80,75,65,80,90,80,84,97,85,77,72,84,94,88,65,62,84,90,74,88,74,86,85,53,59,51,85,60,68,55,80,94,92,80,80,74,95,77,87,65,76,88,1,20156,Jerome Kersey
182,79,89,80,70,52,72,45,80,88,90,61,88,85,88,91,88,93,93,95,52,75,90,90,38,94,83,92,94,68,52,60,93,65,82,30,78,83,88,86,85,80,92,45,90,85,75,79,1,20241,Kawhi Leonard
183,80,89,87,83,58,63,75,69,68,90,67,69,95,81,70,80,85,86,89,62,54,72,75,57,89,76,76,62,89,86,71,90,65,80,60,90,75,84,90,86,84,92,70,84,87,70,86,1,8105,Scottie Pippen
184,82,89,80,57,89,87,42,51,80,77,89,85,78,84,85,86,82,94,66,81,26,59,95,80,76,74,84,80,72,50,52,78,86,84,82,89,95,86,90,80,66,97,90,88,80,66,82,1,8669,Anthony Davis
185,79,89,83,80,35,65,60,65,79,89,55,80,80,89,82,90,86,90,82,72,60,75,90,60,86,69,82,84,85,82,77,87,74,75,78,74,91,93,74,82,84,95,55,94,70,61,80,1,8483,Bernard King
186,79,89,87,81,34,70,60,59,92,70,74,97,90,96,88,94,75,90,83,40,56,91,98,40,78,73,93,73,79,78,70,80,74,78,40,82,98,95,72,85,86,98,55,97,63,48,88,1,20231,DeMar DeRozan
187,73,89,89,86,51,50,55,80,88,80,62,96,82,93,94,88,82,96,85,40,82,88,98,39,83,85,88,82,95,95,91,80,28,40,26,77,96,92,77,88,90,85,26,95,77,55,88,2,20311,Eric Bledsoe
188,79,89,80,76,44,62,60,70,82,90,65,90,85,93,84,85,84,95,89,68,64,84,95,54,89,74,86,90,70,67,70,86,60,70,41,82,93,89,81,84,83,98,32,95,61,63,76,1,20066,Jimmy Butler
189,80,89,79,86,47,65,50,84,90,60,84,74,70,78,86,80,73,82,74,74,80,93,95,39,72,85,93,72,72,74,63,74,85,87,64,78,95,88,74,83,77,98,55,84,61,82,74,1,20317,Carmelo Anthony
190,83,89,58,50,75,90,30,82,85,80,92,75,55,84,86,92,84,90,45,82,30,54,98,92,69,86,88,78,88,82,86,68,88,88,84,64,97,96,64,60,60,95,75,96,79,84,48,0,20342,Nikola Jokic
191,76,89,89,89,37,35,25,75,76,90,46,55,42,90,74,98,94,85,92,60,76,80,85,45,92,80,81,90,90,92,78,90,85,83,60,85,90,80,84,87,94,90,25,90,90,65,70,2,20147,Gary Payton
192,83,89,51,62,72,96,65,55,70,68,96,97,82,81,72,80,77,85,31,77,58,62,96,80,69,83,80,66,81,60,65,70,98,94,95,78,94,82,82,55,55,90,97,98,69,95,45,0,20086,DeMarcus Cousins
193,81,89,58,60,56,80,50,37,74,85,82,93,75,72,76,85,88,92,44,84,30,68,98,80,88,50,80,90,66,68,70,94,95,96,65,98,95,90,98,70,40,92,75,97,63,95,50,0,20025,Karl Malone
194,79,89,75,76,46,54,35,95,90,95,47,82,65,90,87,90,85,85,91,64,82,86,98,33,91,96,92,88,80,77,37,90,68,78,35,92,94,90,91,74,74,91,35,94,57,55,67,3,20114,Klay Thompson
195,83,89,60,58,61,85,50,77,80,80,86,89,69,78,84,95,80,95,49,76,60,70,95,82,70,80,84,76,69,52,43,79,88,84,86,73,98,86,73,69,52,95,80,92,57,75,75,1,20165,Chris Bosh
196,80,89,70,78,42,65,45,78,84,75,64,72,75,84,85,92,78,90,74,70,72,82,85,62,76,84,89,75,75,74,68,78,70,76,75,78,92,86,74,71,70,95,65,92,65,79,72,1,8343,Jamal Mashburn
197,80,89,86,80,52,60,50,72,88,75,65,95,95,92,76,89,81,85,83,62,74,84,95,47,82,85,89,75,69,54,42,79,65,77,45,75,94,90,75,84,81,95,40,92,61,48,98,1,20306,Andrew Wiggins
198,79,89,85,79,47,54,65,78,85,75,55,85,95,85,84,81,78,85,74,70,77,82,95,31,79,85,88,73,67,68,62,81,70,62,45,71,96,86,71,86,81,98,60,89,60,69,92,1,8304,Richard Jefferson
199,82,89,52,50,74,82,75,27,75,85,88,82,95,83,77,73,88,77,87,80,25,62,95,84,87,64,84,75,58,51,49,84,88,65,75,90,94,90,90,74,62,91,90,91,60,70,85,1,8120,Larry Nance
200,85,89,26,38,69,88,34,80,90,95,92,85,52,75,90,85,95,84,65,94,27,53,85,84,88,88,92,84,82,54,83,92,82,77,84,88,90,95,90,50,39,97,74,82,55,89,38,0,20307,Marc Gasol
201,84,89,40,48,80,89,45,37,84,85,88,85,65,80,75,92,89,85,40,91,28,74,95,84,82,66,90,70,82,58,71,84,92,88,89,90,94,92,84,60,32,95,85,95,62,85,41,0,8161,Pau Gasol
202,75,89,96,77,28,80,50,41,82,73,82,90,85,90,72,81,74,98,77,30,59,80,95,58,73,63,84,80,83,90,95,74,57,64,33,82,84,82,70,98,97,98,25,90,71,74,85,1,8740,Russell Westbrook
203,82,89,64,48,82,87,40,67,83,85,90,88,65,79,81,92,84,80,62,83,38,64,95,84,77,85,88,77,74,55,50,80,92,84,90,52,96,93,52,70,32,95,70,95,57,92,52,0,8301,Derrick Coleman
204,75,89,88,95,54,40,25,84,78,70,47,74,45,84,85,85,80,84,75,51,84,85,95,30,75,88,88,77,92,95,94,76,58,77,42,84,92,90,78,89,93,90,25,86,70,69,74,2,8217,Deron Williams
205,77,89,89,80,37,40,45,82,84,60,47,84,90,90,84,78,74,75,83,40,83,86,95,36,83,84,89,73,83,84,72,80,65,78,40,72,94,92,72,88,82,93,55,94,61,48,88,1,20155,Latrell Sprewell
206,81,89,60,45,84,93,50,31,88,75,94,88,72,76,70,88,86,95,42,80,30,48,90,95,70,56,90,55,60,42,40,72,94,92,94,70,88,96,82,72,42,85,95,95,77,95,78,1,8638,Elton Brand
207,78,89,86,83,52,44,40,88,94,70,44,52,45,75,92,86,75,88,75,64,90,92,98,41,75,93,95,75,82,79,62,74,64,82,45,82,98,90,76,87,85,95,35,77,65,54,72,3,20028,Allan Houston
208,76,89,88,88,42,31,25,59,78,90,43,69,25,88,85,90,88,87,96,66,62,81,90,40,96,65,83,74,89,88,82,98,74,60,50,90,90,82,90,90,92,95,25,90,64,69,77,2,8427,Dennis Johnson
209,83,89,40,38,75,95,35,82,80,95,87,78,40,70,87,88,94,90,50,95,48,65,90,82,85,86,86,86,62,64,39,93,85,84,80,84,94,89,92,48,25,95,50,85,58,88,55,0,8357,Bill Laimbeer
210,80,89,74,70,50,51,45,93,80,70,53,80,75,85,86,79,83,72,83,68,88,80,90,34,83,94,84,68,69,67,64,83,65,70,60,83,94,86,83,79,72,92,65,85,60,64,70,3,8399,Sean Elliott
211,82,89,70,62,77,93,70,39,68,75,92,89,96,77,74,85,77,88,70,82,35,54,90,85,70,53,86,80,37,38,43,68,90,83,71,73,85,88,73,78,42,86,97,93,63,82,95,1,8428,Shawn Kemp
212,76,89,84,72,43,47,35,80,84,85,47,82,66,82,82,82,78,92,75,50,83,94,95,48,75,86,95,75,75,72,70,80,51,65,36,78,96,93,78,83,83,95,35,82,65,75,82,2,8134,Sam Jones
213,81,89,72,61,57,75,45,30,78,85,88,80,70,80,86,97,96,75,84,97,30,65,75,61,95,30,88,98,59,56,49,97,66,69,80,83,90,90,83,70,48,95,75,90,73,70,70,1,8532,Bobby Jones
214,81,89,77,74,51,61,40,97,93,75,62,74,60,85,93,94,75,80,74,47,90,80,95,48,79,97,94,74,84,81,39,78,58,60,58,74,95,90,67,78,74,95,25,88,59,54,68,1,8602,Peja Stojakovic
215,75,89,95,98,40,44,26,84,94,55,43,73,30,94,89,96,74,87,78,32,87,97,98,40,72,88,96,90,82,84,85,71,40,64,35,82,94,92,74,87,94,97,26,95,89,37,81,2,20188,Kyrie Irving
216,82,89,45,48,49,90,26,88,84,70,90,85,51,74,90,90,75,95,40,74,65,70,95,89,70,90,87,53,73,64,42,74,88,88,88,80,85,92,72,72,40,93,71,92,55,88,70,0,20350,Kevin Love
217,75,89,89,90,56,54,45,81,87,75,53,84,45,91,82,94,78,84,78,28,84,88,95,36,79,84,88,70,95,92,90,78,38,45,28,67,97,92,67,88,90,95,25,92,82,45,80,2,20289,Jeremy Lin
218,81,89,82,77,56,59,31,88,93,70,68,68,66,96,80,82,70,75,65,59,90,95,95,26,72,90,96,66,69,61,56,74,69,79,61,67,94,95,66,80,84,95,51,95,51,55,77,1,20204,Kevin Durant
219,85,89,26,38,69,88,34,54,85,95,92,71,52,75,77,85,95,84,65,94,27,53,85,84,88,84,89,84,82,54,83,92,82,77,84,88,90,85,90,50,39,97,74,82,55,89,38,0,20139,Marc Gasol
220,75,89,74,80,27,26,30,87,89,98,37,71,51,85,84,90,95,95,98,66,88,89,90,38,98,85,88,90,85,79,72,97,33,59,25,91,84,83,91,72,72,93,25,85,60,67,73,3,8358,Joe Dumars
221,82,89,45,52,53,94,30,80,62,65,93,75,55,72,82,92,70,95,44,78,60,47,95,87,68,84,84,57,77,68,46,69,94,88,84,84,97,90,76,72,40,95,80,95,59,92,70,0,8442,Kevin Love
222,73,89,88,95,35,40,30,68,82,85,45,84,65,90,83,92,84,94,92,40,64,83,90,35,88,71,84,84,89,88,84,86,25,29,25,84,90,85,84,88,92,95,25,91,94,60,75,2,20036,Isiah Thomas
223,85,89,48,30,80,90,45,48,75,85,90,79,55,75,71,85,81,75,48,86,30,49,98,84,69,69,84,70,83,72,82,71,89,88,92,66,98,94,82,51,35,90,85,97,71,84,51,0,8231,Vlade Divac
224,84,89,46,34,60,94,40,26,76,85,92,94,60,69,80,95,84,85,46,85,25,62,98,81,76,35,83,62,83,69,68,82,94,92,95,75,95,96,84,64,37,92,90,96,58,84,55,0,8119,Brad Daugherty
225,88,89,54,44,80,85,40,34,54,80,86,88,75,60,68,95,89,85,54,85,29,42,90,84,78,58,70,85,55,54,37,84,84,77,85,95,90,89,95,55,55,97,95,95,59,99,65,0,8385,Ralph Sampson
226,73,89,97,92,37,52,25,54,54,95,54,61,30,97,61,90,84,92,92,36,64,70,75,46,92,75,74,97,97,97,90,94,50,50,60,78,92,75,78,88,97,88,25,90,95,48,85,2,8133,Rajon Rondo
227,75,89,80,79,35,45,35,88,88,75,46,79,55,88,89,85,75,80,76,34,84,90,95,43,76,89,92,85,82,80,68,77,35,66,25,75,97,86,75,84,79,90,40,89,85,55,79,2,20161,Hersey Hawkins
228,75,89,79,79,37,54,30,95,88,80,60,72,40,87,90,81,80,85,80,36,95,90,98,42,80,97,95,75,82,78,76,82,25,65,35,74,91,84,78,80,77,95,35,88,76,35,70,2,20251,Jeff Hornacek
229,77,89,84,82,52,44,30,92,84,65,49,82,75,90,84,81,75,78,62,45,89,87,95,40,76,93,88,65,72,80,79,78,44,55,55,67,94,91,67,83,80,94,30,93,61,56,87,2,20349,Bradley Beal
230,84,89,58,61,88,88,45,30,54,85,87,65,58,68,71,97,89,79,58,90,29,40,90,87,84,48,72,84,54,52,48,88,94,86,89,80,90,90,84,61,41,95,85,88,65,88,60,0,20003,Hakeem Olajuwon
231,72,89,92,95,29,65,40,79,82,70,34,79,40,91,84,89,76,70,80,30,78,83,95,37,75,84,86,78,94,95,90,76,41,63,47,64,96,85,64,88,94,94,25,95,78,35,65,2,8303,Kenny Anderson
232,82,89,43,42,75,93,40,25,79,80,93,84,55,74,76,90,81,80,42,84,25,55,98,88,74,28,88,65,60,55,44,79,95,92,94,80,97,96,84,65,30,85,90,95,69,92,65,0,8441,Al Jefferson
233,75,89,85,90,27,56,30,95,82,72,52,83,30,92,82,86,70,96,70,26,95,81,95,31,69,96,88,87,88,85,70,76,27,44,27,89,95,89,74,85,92,98,26,94,77,46,71,2,8695,Stephen Curry
234,84,89,62,35,95,96,77,25,70,90,97,63,80,70,56,85,95,93,48,89,25,43,90,96,75,25,82,60,50,45,29,82,76,38,92,95,87,95,98,72,37,95,95,97,60,70,60,4,20346,Hassan Whiteside
235,82,89,72,78,50,75,45,89,84,50,78,80,65,85,86,85,64,60,75,52,80,85,95,74,78,90,88,50,70,74,42,67,64,75,64,53,92,91,53,74,74,95,50,88,52,36,53,0,20150,Keith Van Horn
236,83,89,54,45,80,98,70,26,26,85,98,85,90,80,54,89,86,95,52,86,26,26,85,90,74,26,29,75,60,34,32,83,80,55,88,85,89,92,86,63,35,95,97,97,80,95,95,4,20321,Andre Drummond
237,85,89,50,58,82,94,50,25,25,95,83,91,75,58,46,98,93,67,50,95,25,25,90,78,90,26,35,92,66,66,47,88,90,50,92,98,98,89,98,47,32,78,95,97,55,99,75,4,8189,Shaquille O'Neal
238,73,89,90,99,30,50,25,72,80,70,45,70,25,88,84,93,72,85,81,32,74,86,90,27,81,84,89,60,98,96,90,70,26,40,25,76,95,88,76,88,96,98,25,90,80,35,80,2,8570,Jason Williams
239,83,89,52,45,76,92,85,25,54,85,90,85,85,70,74,80,85,80,52,88,25,44,98,88,75,27,72,68,30,34,33,77,88,69,82,59,97,92,59,59,32,80,98,95,57,95,90,1,8302,Darryl Dawkins
240,78,89,81,80,45,40,26,89,88,50,46,91,50,90,93,85,74,88,76,38,89,88,95,32,75,91,90,62,84,80,62,74,30,38,28,58,92,90,58,80,80,95,30,95,58,42,70,2,20343,Devin Booker
241,69,89,97,85,26,26,25,88,86,54,39,97,25,88,92,86,62,97,58,25,90,89,95,28,63,92,90,74,92,95,88,64,25,34,25,54,92,85,54,89,97,97,25,90,57,45,81,2,20181,Isaiah Thomas
242,86,89,62,29,93,97,70,25,25,95,92,75,40,32,58,95,92,80,34,95,25,25,60,94,78,25,35,85,45,45,32,86,70,48,88,95,65,73,95,74,35,85,97,95,58,83,85,4,8315,Dikembe Mutombo
243,88,89,30,28,98,95,45,25,30,98,94,70,50,68,71,80,97,75,30,97,25,25,75,90,90,25,48,90,38,39,32,97,58,58,80,55,92,85,55,35,29,92,90,90,30,95,40,0,8218,Mark Eaton
244,76,88,84,80,85,74,65,68,68,85,64,94,95,88,79,95,87,94,86,50,67,70,90,76,85,69,75,85,72,74,70,84,68,58,45,57,91,93,85,85,82,98,85,90,68,72,97,1,8430,David Thompson
245,81,88,80,64,92,84,80,48,74,95,85,65,95,88,56,77,92,85,86,91,61,70,80,82,92,77,76,90,61,54,62,95,77,75,67,78,52,86,88,84,78,95,65,90,64,78,88,1,20149,Josh Smith
